id_appointment,id_cust,id_pegawai,pelayanan,tanggal,cara_pembayaran,total
APT01836,CUST01836,PGW012,Cuci Blow,2024-09-15,Cash,40000
APT01837,CUST01837,PGW023,Pedicure,2025-05-06,Cash,70000
APT01838,CUST01838,PGW005,Pedicure,2025-01-07,E-Wallet,70000
APT01839,CUST01839,PGW026,Potong Rambut,2024-06-14,Debit,50000
APT01840,CUST01840,PGW027,Smoothing,2024-06-24,Debit,250000
APT01841,CUST01841,PGW008,Cuci Blow,2024-09-10,E-Wallet,40000
APT01842,CUST01842,PGW023,Smoothing,2025-03-20,Credit Card,250000
APT01843,CUST01843,PGW011,Eyelash Extension,2024-07-27,Debit,150000
APT01844,CUST01844,PGW029,Potong Rambut,2025-01-15,Cash,50000
APT01845,CUST01845,PGW001,Manicure,2024-10-24,E-Wallet,60000
APT01846,CUST01846,PGW016,Smoothing,2024-06-07,E-Wallet,250000
APT01847,CUST01847,PGW029,Eyelash Extension,2025-02-21,E-Wallet,150000
APT01848,CUST01848,PGW017,Pedicure,2025-03-04,Credit Card,70000
APT01849,CUST01849,PGW009,Cuci Blow,2024-11-15,E-Wallet,40000
APT01850,CUST01850,PGW001,Cuci Blow,2025-03-11,Credit Card,40000
APT01851,CUST01851,PGW010,Smoothing,2024-09-12,Credit Card,250000
APT01852,CUST01852,PGW021,Potong Rambut,2025-04-14,Cash,50000
APT01853,CUST01853,PGW012,Smoothing,2024-11-04,Credit Card,250000
APT01854,CUST01854,PGW025,Hair Coloring,2024-08-30,Debit,200000
APT01855,CUST01855,PGW029,Pedicure,2024-08-22,Credit Card,70000
APT01856,CUST01856,PGW024,Creambath,2024-09-27,Cash,75000
APT01857,CUST01857,PGW029,Cuci Blow,2024-07-18,Cash,40000
APT01858,CUST01858,PGW020,Manicure,2025-04-22,E-Wallet,60000
APT01859,CUST01859,PGW013,Creambath,2025-01-11,Credit Card,75000
APT01860,CUST01860,PGW028,Hair Coloring,2024-07-18,Credit Card,200000
APT01861,CUST01861,PGW021,Eyelash Extension,2024-11-23,Debit,150000
APT01862,CUST01862,PGW014,Facial,2024-09-29,Debit,100000
APT01863,CUST01863,PGW003,Hair Spa,2024-12-22,Debit,120000
APT01864,CUST01864,PGW026,Facial,2024-09-23,Cash,100000
APT01865,CUST01865,PGW007,Pedicure,2024-10-20,Cash,70000
APT01866,CUST01866,PGW004,Potong Rambut,2025-04-13,Cash,50000
APT01867,CUST01867,PGW012,Eyelash Extension,2025-01-03,E-Wallet,150000
APT01868,CUST01868,PGW005,Smoothing,2024-08-29,Cash,250000
APT01869,CUST01869,PGW005,Manicure,2025-02-15,Debit,60000
APT01870,CUST01870,PGW012,Facial,2025-03-27,Credit Card,100000
APT01871,CUST01871,PGW018,Facial,2024-06-24,Credit Card,100000
APT01872,CUST01872,PGW030,Manicure,2024-09-07,E-Wallet,60000
APT01873,CUST01873,PGW015,Manicure,2025-05-13,Cash,60000
APT01874,CUST01874,PGW028,Pedicure,2024-10-02,Cash,70000
APT01875,CUST01875,PGW012,Eyelash Extension,2024-12-05,Debit,150000
APT01876,CUST01876,PGW023,Hair Spa,2025-01-06,Debit,120000
APT01877,CUST01877,PGW023,Manicure,2024-10-20,Credit Card,60000
APT01878,CUST01878,PGW006,Hair Spa,2025-02-21,Cash,120000
APT01879,CUST01879,PGW008,Facial,2024-12-29,Cash,100000
APT01880,CUST01880,PGW003,Hair Coloring,2024-08-16,Debit,200000
APT01881,CUST01881,PGW019,Hair Spa,2024-12-23,Cash,120000
APT01882,CUST01882,PGW010,Cuci Blow,2024-06-01,Debit,40000
APT01883,CUST01883,PGW002,Pedicure,2025-04-08,Cash,70000
APT01884,CUST01884,PGW005,Manicure,2025-04-14,Cash,60000
APT01885,CUST01885,PGW029,Eyelash Extension,2025-03-09,Credit Card,150000
APT01886,CUST01886,PGW016,Creambath,2024-10-19,Credit Card,75000
APT01887,CUST01887,PGW022,Hair Coloring,2025-03-08,E-Wallet,200000
APT01888,CUST01888,PGW028,Potong Rambut,2024-11-04,E-Wallet,50000
APT01889,CUST01889,PGW029,Potong Rambut,2025-04-05,E-Wallet,50000
APT01890,CUST01890,PGW002,Manicure,2025-04-17,Cash,60000
APT01891,CUST01891,PGW017,Hair Coloring,2025-05-26,Credit Card,200000
APT01892,CUST01892,PGW002,Hair Coloring,2024-06-16,Cash,200000
APT01893,CUST01893,PGW022,Manicure,2025-01-20,E-Wallet,60000
APT01894,CUST01894,PGW020,Smoothing,2024-08-24,E-Wallet,250000
APT01895,CUST01895,PGW028,Hair Coloring,2025-02-26,E-Wallet,200000
APT01896,CUST01896,PGW005,Creambath,2025-05-05,Cash,75000
APT01897,CUST01897,PGW015,Pedicure,2024-06-18,E-Wallet,70000
APT01898,CUST01898,PGW023,Manicure,2024-08-12,E-Wallet,60000
APT01899,CUST01899,PGW019,Facial,2025-03-30,E-Wallet,100000
APT01900,CUST01900,PGW005,Cuci Blow,2025-03-07,E-Wallet,40000
APT01901,CUST01901,PGW002,Hair Spa,2024-09-28,Debit,120000
APT01902,CUST01902,PGW025,Facial,2024-07-26,Cash,100000
APT01903,CUST01903,PGW021,Potong Rambut,2025-03-29,E-Wallet,50000
APT01904,CUST01904,PGW011,Cuci Blow,2025-05-13,Credit Card,40000
APT01905,CUST01905,PGW013,Hair Spa,2025-03-18,E-Wallet,120000
APT01906,CUST01906,PGW003,Smoothing,2024-07-13,E-Wallet,250000
APT01907,CUST01907,PGW002,Eyelash Extension,2024-09-10,Credit Card,150000
APT01908,CUST01908,PGW025,Creambath,2025-01-14,Credit Card,75000
APT01909,CUST01909,PGW026,Cuci Blow,2025-05-19,Credit Card,40000
APT01910,CUST01910,PGW014,Potong Rambut,2025-04-13,Credit Card,50000
APT01911,CUST01911,PGW001,Hair Spa,2024-08-12,Debit,120000
APT01912,CUST01912,PGW015,Hair Spa,2025-04-11,E-Wallet,120000
APT01913,CUST01913,PGW012,Pedicure,2024-07-18,Cash,70000
APT01914,CUST01914,PGW018,Pedicure,2025-01-07,Cash,70000
APT01915,CUST01915,PGW023,Pedicure,2025-03-18,Debit,70000
APT01916,CUST01916,PGW014,Eyelash Extension,2024-08-21,Debit,150000
APT01917,CUST01917,PGW007,Potong Rambut,2025-04-26,E-Wallet,50000
APT01918,CUST01918,PGW015,Eyelash Extension,2024-09-23,Debit,150000
APT01919,CUST01919,PGW003,Hair Coloring,2025-02-11,Cash,200000
APT01920,CUST01920,PGW002,Facial,2024-10-06,Cash,100000
APT01921,CUST01921,PGW017,Eyelash Extension,2024-07-08,Debit,150000
APT01922,CUST01922,PGW001,Hair Coloring,2025-02-06,Debit,200000
APT01923,CUST01923,PGW014,Smoothing,2024-10-23,Credit Card,250000
APT01924,CUST01924,PGW007,Hair Spa,2025-03-03,Debit,120000
APT01925,CUST01925,PGW030,Creambath,2025-05-29,E-Wallet,75000
APT01926,CUST01926,PGW028,Hair Coloring,2025-04-07,Cash,200000
APT01927,CUST01927,PGW025,Manicure,2024-09-22,E-Wallet,60000
APT01928,CUST01928,PGW019,Cuci Blow,2025-04-21,Debit,40000
APT01929,CUST01929,PGW015,Potong Rambut,2025-01-24,Cash,50000
APT01930,CUST01930,PGW016,Manicure,2024-10-13,Cash,60000
APT01931,CUST01931,PGW030,Eyelash Extension,2024-07-18,E-Wallet,150000
APT01932,CUST01932,PGW013,Facial,2024-11-18,Credit Card,100000
APT01933,CUST01933,PGW013,Potong Rambut,2025-04-26,Debit,50000
APT01934,CUST01934,PGW028,Potong Rambut,2024-07-31,E-Wallet,50000
APT01935,CUST01935,PGW010,Manicure,2025-04-03,E-Wallet,60000
APT01936,CUST01936,PGW004,Manicure,2024-07-04,Cash,60000
APT01937,CUST01937,PGW019,Creambath,2024-11-04,Cash,75000
APT01938,CUST01938,PGW015,Facial,2025-01-17,E-Wallet,100000
APT01939,CUST01939,PGW008,Pedicure,2025-05-12,Credit Card,70000
APT01940,CUST01940,PGW007,Manicure,2025-02-14,E-Wallet,60000
APT01941,CUST01941,PGW005,Creambath,2025-04-12,Debit,75000
APT01942,CUST01942,PGW012,Cuci Blow,2025-04-06,Credit Card,40000
APT01943,CUST01943,PGW014,Eyelash Extension,2025-03-22,Debit,150000
APT01944,CUST01944,PGW030,Manicure,2024-10-04,Debit,60000
APT01945,CUST01945,PGW013,Creambath,2025-02-17,Credit Card,75000
APT01946,CUST01946,PGW026,Potong Rambut,2024-06-27,E-Wallet,50000
APT01947,CUST01947,PGW003,Potong Rambut,2025-05-05,Cash,50000
APT01948,CUST01948,PGW030,Eyelash Extension,2024-11-14,Debit,150000
APT01949,CUST01949,PGW004,Hair Coloring,2025-01-22,Debit,200000
APT01950,CUST01950,PGW026,Potong Rambut,2025-05-14,Cash,50000
APT01951,CUST01951,PGW027,Potong Rambut,2025-03-22,E-Wallet,50000
APT01952,CUST01952,PGW016,Manicure,2024-10-31,E-Wallet,60000
APT01953,CUST01953,PGW011,Hair Spa,2024-12-17,Credit Card,120000
APT01954,CUST01954,PGW018,Hair Spa,2025-03-12,Debit,120000
APT01955,CUST01955,PGW022,Creambath,2024-09-30,Cash,75000
APT01956,CUST01956,PGW009,Creambath,2025-03-16,Credit Card,75000
APT01957,CUST01957,PGW007,Hair Spa,2025-04-06,E-Wallet,120000
APT01958,CUST01958,PGW027,Smoothing,2024-11-27,Cash,250000
APT01959,CUST01959,PGW002,Potong Rambut,2025-03-11,E-Wallet,50000
APT01960,CUST01960,PGW016,Eyelash Extension,2025-05-09,E-Wallet,150000
APT01961,CUST01961,PGW026,Potong Rambut,2024-06-20,Cash,50000
APT01962,CUST01962,PGW021,Hair Spa,2024-09-03,Debit,120000
APT01963,CUST01963,PGW008,Smoothing,2025-02-21,Credit Card,250000
APT01964,CUST01964,PGW030,Manicure,2024-08-15,Cash,60000
APT01965,CUST01965,PGW028,Eyelash Extension,2024-08-21,E-Wallet,150000
APT01966,CUST01966,PGW003,Cuci Blow,2024-11-05,Credit Card,40000
APT01967,CUST01967,PGW001,Eyelash Extension,2024-06-21,Credit Card,150000
APT01968,CUST01968,PGW011,Cuci Blow,2024-06-21,Debit,40000
APT01969,CUST01969,PGW006,Hair Spa,2025-05-04,Debit,120000
APT01970,CUST01970,PGW026,Potong Rambut,2024-06-22,Debit,50000
APT01971,CUST01971,PGW020,Potong Rambut,2025-03-02,Debit,50000
APT01972,CUST01972,PGW002,Cuci Blow,2024-11-24,Credit Card,40000
APT01973,CUST01973,PGW020,Cuci Blow,2024-06-21,Credit Card,40000
APT01974,CUST01974,PGW007,Facial,2025-01-17,Credit Card,100000
APT01975,CUST01975,PGW026,Smoothing,2024-10-17,E-Wallet,250000
APT01976,CUST01976,PGW030,Facial,2025-02-26,E-Wallet,100000
APT01977,CUST01977,PGW021,Smoothing,2025-02-12,Debit,250000
APT01978,CUST01978,PGW007,Hair Coloring,2024-09-09,Cash,200000
APT01979,CUST01979,PGW016,Pedicure,2025-01-23,Debit,70000
APT01980,CUST01980,PGW021,Smoothing,2025-05-05,E-Wallet,250000
APT01981,CUST01981,PGW023,Hair Spa,2024-06-07,Cash,120000
APT01982,CUST01982,PGW023,Manicure,2024-11-11,Cash,60000
APT01983,CUST01983,PGW010,Facial,2024-09-02,Credit Card,100000
APT01984,CUST01984,PGW019,Creambath,2024-06-20,Cash,75000
APT01985,CUST01985,PGW014,Manicure,2024-10-15,Debit,60000
APT01986,CUST01986,PGW012,Facial,2025-01-01,Cash,100000
APT01987,CUST01987,PGW020,Potong Rambut,2024-10-15,Debit,50000
APT01988,CUST01988,PGW001,Manicure,2024-10-19,E-Wallet,60000
APT01989,CUST01989,PGW017,Hair Coloring,2024-11-12,Credit Card,200000
APT01990,CUST01990,PGW018,Manicure,2025-04-30,E-Wallet,60000
APT01991,CUST01991,PGW022,Hair Coloring,2024-12-02,Credit Card,200000
APT01992,CUST01992,PGW001,Hair Coloring,2025-04-08,E-Wallet,200000
APT01993,CUST01993,PGW023,Potong Rambut,2025-05-01,Debit,50000
APT01994,CUST01994,PGW027,Pedicure,2024-06-18,Cash,70000
APT01995,CUST01995,PGW012,Pedicure,2024-08-05,Cash,70000
APT01996,CUST01996,PGW015,Pedicure,2024-06-15,Debit,70000
APT01997,CUST01997,PGW030,Potong Rambut,2024-06-19,E-Wallet,50000
APT01998,CUST01998,PGW028,Smoothing,2025-05-30,Credit Card,250000
APT01999,CUST01999,PGW021,Potong Rambut,2024-06-14,E-Wallet,50000
APT02000,CUST02000,PGW023,Hair Spa,2024-06-25,Cash,120000
APT02001,CUST02001,PGW029,Pedicure,2024-12-08,Credit Card,70000
APT02002,CUST02002,PGW027,Hair Spa,2025-01-31,E-Wallet,120000
APT02003,CUST02003,PGW008,Facial,2025-05-17,Credit Card,100000
APT02004,CUST02004,PGW011,Pedicure,2025-05-07,E-Wallet,70000
APT02005,CUST02005,PGW005,Hair Spa,2025-01-17,Debit,120000
APT02006,CUST02006,PGW028,Eyelash Extension,2025-05-12,Debit,150000
APT02007,CUST02007,PGW019,Hair Spa,2025-03-20,Cash,120000
APT02008,CUST02008,PGW010,Potong Rambut,2025-04-22,Debit,50000
APT02009,CUST02009,PGW004,Smoothing,2024-06-30,E-Wallet,250000
APT02010,CUST02010,PGW002,Cuci Blow,2024-06-09,Cash,40000
APT02011,CUST02011,PGW005,Pedicure,2025-02-20,E-Wallet,70000
APT02012,CUST02012,PGW027,Manicure,2024-12-09,Credit Card,60000
APT02013,CUST02013,PGW007,Eyelash Extension,2024-07-18,Cash,150000
APT02014,CUST02014,PGW001,Hair Coloring,2024-10-14,Debit,200000
APT02015,CUST02015,PGW011,Hair Coloring,2025-04-11,E-Wallet,200000
APT02016,CUST02016,PGW020,Eyelash Extension,2025-01-05,E-Wallet,150000
APT02017,CUST02017,PGW006,Smoothing,2025-03-10,E-Wallet,250000
APT02018,CUST02018,PGW021,Hair Spa,2024-12-15,Credit Card,120000
APT02019,CUST02019,PGW003,Cuci Blow,2025-04-19,Credit Card,40000
APT02020,CUST02020,PGW030,Pedicure,2024-09-04,Cash,70000
APT02021,CUST02021,PGW017,Hair Spa,2024-12-01,Cash,120000
APT02022,CUST02022,PGW026,Facial,2024-08-05,Debit,100000
APT02023,CUST02023,PGW020,Creambath,2024-09-13,Debit,75000
APT02024,CUST02024,PGW028,Hair Coloring,2024-08-14,Debit,200000
APT02025,CUST02025,PGW029,Eyelash Extension,2024-09-07,Credit Card,150000
APT02026,CUST02026,PGW020,Eyelash Extension,2024-10-09,Credit Card,150000
APT02027,CUST02027,PGW016,Creambath,2025-03-19,E-Wallet,75000
APT02028,CUST02028,PGW010,Cuci Blow,2024-10-19,Debit,40000
APT02029,CUST02029,PGW030,Eyelash Extension,2024-11-17,Cash,150000
APT02030,CUST02030,PGW006,Potong Rambut,2024-12-22,E-Wallet,50000
APT02031,CUST02031,PGW009,Creambath,2024-08-06,Credit Card,75000
APT02032,CUST02032,PGW025,Creambath,2025-02-05,Debit,75000
APT02033,CUST02033,PGW003,Eyelash Extension,2024-10-15,Debit,150000
APT02034,CUST02034,PGW019,Pedicure,2024-06-18,Credit Card,70000
APT02035,CUST02035,PGW010,Pedicure,2024-11-10,Debit,70000
APT02036,CUST02036,PGW024,Pedicure,2025-02-25,E-Wallet,70000
APT02037,CUST02037,PGW029,Eyelash Extension,2024-08-10,E-Wallet,150000
APT02038,CUST02038,PGW007,Eyelash Extension,2025-05-14,Debit,150000
APT02039,CUST02039,PGW024,Potong Rambut,2024-12-12,Debit,50000
APT02040,CUST02040,PGW030,Facial,2025-04-14,Debit,100000
APT02041,CUST02041,PGW007,Cuci Blow,2024-12-17,E-Wallet,40000
APT02042,CUST02042,PGW024,Eyelash Extension,2025-05-23,Credit Card,150000
APT02043,CUST02043,PGW006,Cuci Blow,2024-06-01,E-Wallet,40000
APT02044,CUST02044,PGW029,Creambath,2025-03-31,Cash,75000
APT02045,CUST02045,PGW011,Manicure,2024-09-29,E-Wallet,60000
APT02046,CUST02046,PGW011,Hair Coloring,2024-08-18,E-Wallet,200000
APT02047,CUST02047,PGW005,Creambath,2025-05-02,Cash,75000
APT02048,CUST02048,PGW015,Pedicure,2025-02-10,Credit Card,70000
APT02049,CUST02049,PGW004,Hair Coloring,2025-04-26,Cash,200000
APT02050,CUST02050,PGW001,Cuci Blow,2025-05-29,E-Wallet,40000
APT02051,CUST02051,PGW007,Hair Spa,2025-04-30,Debit,120000
APT02052,CUST02052,PGW020,Eyelash Extension,2025-04-07,Debit,150000
APT02053,CUST02053,PGW022,Hair Spa,2024-08-30,Cash,120000
APT02054,CUST02054,PGW012,Cuci Blow,2024-12-11,Debit,40000
APT02055,CUST02055,PGW020,Eyelash Extension,2024-08-14,Cash,150000
APT02056,CUST02056,PGW025,Smoothing,2025-03-02,Cash,250000
APT02057,CUST02057,PGW019,Hair Coloring,2025-01-12,Debit,200000
APT02058,CUST02058,PGW020,Manicure,2024-12-05,Cash,60000
APT02059,CUST02059,PGW002,Smoothing,2024-11-10,Cash,250000
APT02060,CUST02060,PGW018,Creambath,2024-10-20,Credit Card,75000
APT02061,CUST02061,PGW026,Creambath,2024-06-25,Cash,75000
APT02062,CUST02062,PGW022,Cuci Blow,2025-03-01,Credit Card,40000
APT02063,CUST02063,PGW008,Eyelash Extension,2025-05-01,Credit Card,150000
APT02064,CUST02064,PGW029,Creambath,2024-09-13,E-Wallet,75000
APT02065,CUST02065,PGW007,Hair Coloring,2024-08-13,E-Wallet,200000
APT02066,CUST02066,PGW012,Smoothing,2024-10-29,Debit,250000
APT02067,CUST02067,PGW024,Smoothing,2024-06-02,E-Wallet,250000
APT02068,CUST02068,PGW007,Manicure,2024-07-18,Cash,60000
APT02069,CUST02069,PGW016,Potong Rambut,2025-04-14,Cash,50000
APT02070,CUST02070,PGW013,Creambath,2025-04-11,Debit,75000
APT02071,CUST02071,PGW025,Creambath,2024-07-10,Debit,75000
APT02072,CUST02072,PGW019,Facial,2024-11-23,E-Wallet,100000
APT02073,CUST02073,PGW012,Manicure,2025-01-21,Debit,60000
APT02074,CUST02074,PGW012,Hair Spa,2025-05-19,Cash,120000
APT02075,CUST02075,PGW019,Hair Spa,2024-09-05,Cash,120000
APT02076,CUST02076,PGW004,Potong Rambut,2025-04-03,Credit Card,50000
APT02077,CUST02077,PGW020,Pedicure,2024-08-03,Credit Card,70000
APT02078,CUST02078,PGW029,Smoothing,2024-09-05,Debit,250000
APT02079,CUST02079,PGW017,Cuci Blow,2025-02-24,Debit,40000
APT02080,CUST02080,PGW030,Eyelash Extension,2024-07-02,Cash,150000
APT02081,CUST02081,PGW009,Creambath,2024-06-10,E-Wallet,75000
APT02082,CUST02082,PGW024,Hair Coloring,2024-06-29,Credit Card,200000
APT02083,CUST02083,PGW028,Manicure,2024-12-07,E-Wallet,60000
APT02084,CUST02084,PGW001,Creambath,2024-10-11,Cash,75000
APT02085,CUST02085,PGW005,Eyelash Extension,2025-04-15,Debit,150000
APT02086,CUST02086,PGW024,Potong Rambut,2024-06-29,Debit,50000
APT02087,CUST02087,PGW030,Facial,2024-09-02,Credit Card,100000
APT02088,CUST02088,PGW013,Facial,2025-05-11,Credit Card,100000
APT02089,CUST02089,PGW013,Eyelash Extension,2025-02-06,Credit Card,150000
APT02090,CUST02090,PGW030,Cuci Blow,2024-07-23,Cash,40000
APT02091,CUST02091,PGW027,Facial,2024-10-05,Credit Card,100000
APT02092,CUST02092,PGW017,Facial,2024-10-08,Credit Card,100000
APT02093,CUST02093,PGW022,Creambath,2024-11-12,Credit Card,75000
APT02094,CUST02094,PGW012,Potong Rambut,2024-08-31,Cash,50000
APT02095,CUST02095,PGW003,Creambath,2024-09-26,Credit Card,75000
APT02096,CUST02096,PGW021,Facial,2024-10-25,Debit,100000
APT02097,CUST02097,PGW009,Cuci Blow,2024-09-27,Debit,40000
APT02098,CUST02098,PGW030,Cuci Blow,2024-10-08,Cash,40000
APT02099,CUST02099,PGW011,Facial,2024-07-11,Credit Card,100000
APT02100,CUST02100,PGW028,Eyelash Extension,2025-03-24,Cash,150000
APT02101,CUST02101,PGW008,Cuci Blow,2024-06-26,Credit Card,40000
APT02102,CUST02102,PGW027,Eyelash Extension,2025-03-18,Debit,150000
APT02103,CUST02103,PGW014,Eyelash Extension,2025-01-20,E-Wallet,150000
APT02104,CUST02104,PGW005,Creambath,2024-10-20,Credit Card,75000
APT02105,CUST02105,PGW030,Potong Rambut,2024-12-09,Cash,50000
APT02106,CUST02106,PGW011,Manicure,2025-05-30,Debit,60000
APT02107,CUST02107,PGW028,Potong Rambut,2024-10-02,Credit Card,50000
APT02108,CUST02108,PGW008,Smoothing,2024-09-14,Cash,250000
APT02109,CUST02109,PGW030,Manicure,2024-11-27,E-Wallet,60000
APT02110,CUST02110,PGW019,Eyelash Extension,2024-10-30,Cash,150000
APT02111,CUST02111,PGW016,Manicure,2024-08-21,Credit Card,60000
APT02112,CUST02112,PGW030,Eyelash Extension,2024-07-28,Debit,150000
APT02113,CUST02113,PGW020,Hair Coloring,2024-07-12,Credit Card,200000
APT02114,CUST02114,PGW008,Pedicure,2024-10-31,Debit,70000
APT02115,CUST02115,PGW024,Hair Spa,2025-01-04,Debit,120000
APT02116,CUST02116,PGW003,Pedicure,2025-01-25,Cash,70000
APT02117,CUST02117,PGW008,Potong Rambut,2024-12-10,Debit,50000
APT02118,CUST02118,PGW021,Manicure,2025-04-01,Credit Card,60000
APT02119,CUST02119,PGW022,Smoothing,2024-11-07,E-Wallet,250000
APT02120,CUST02120,PGW026,Pedicure,2024-10-17,Debit,70000
APT02121,CUST02121,PGW013,Facial,2024-08-06,Credit Card,100000
APT02122,CUST02122,PGW027,Eyelash Extension,2025-01-18,Debit,150000
APT02123,CUST02123,PGW007,Potong Rambut,2025-03-02,E-Wallet,50000
APT02124,CUST02124,PGW001,Eyelash Extension,2024-12-03,Cash,150000
APT02125,CUST02125,PGW002,Hair Coloring,2025-04-12,Debit,200000
APT02126,CUST02126,PGW012,Cuci Blow,2025-04-08,Cash,40000
APT02127,CUST02127,PGW020,Manicure,2025-03-03,Cash,60000
APT02128,CUST02128,PGW012,Eyelash Extension,2025-02-25,Credit Card,150000
APT02129,CUST02129,PGW025,Hair Coloring,2024-12-22,Cash,200000
APT02130,CUST02130,PGW012,Hair Spa,2024-10-30,Cash,120000
APT02131,CUST02131,PGW010,Smoothing,2024-08-16,Cash,250000
APT02132,CUST02132,PGW022,Smoothing,2024-07-05,E-Wallet,250000
APT02133,CUST02133,PGW014,Creambath,2024-11-20,E-Wallet,75000
APT02134,CUST02134,PGW016,Potong Rambut,2025-03-09,Debit,50000
APT02135,CUST02135,PGW003,Pedicure,2025-01-12,Cash,70000
APT02136,CUST02136,PGW016,Hair Coloring,2024-07-24,Credit Card,200000
APT02137,CUST02137,PGW001,Creambath,2025-04-17,Credit Card,75000
APT02138,CUST02138,PGW012,Facial,2024-08-13,E-Wallet,100000
APT02139,CUST02139,PGW014,Pedicure,2025-01-18,Debit,70000
APT02140,CUST02140,PGW009,Potong Rambut,2024-10-28,Credit Card,50000
APT02141,CUST02141,PGW021,Pedicure,2025-03-07,Cash,70000
APT02142,CUST02142,PGW019,Smoothing,2024-09-12,Cash,250000
APT02143,CUST02143,PGW010,Creambath,2024-09-12,Debit,75000
APT02144,CUST02144,PGW029,Cuci Blow,2025-01-21,E-Wallet,40000
APT02145,CUST02145,PGW018,Cuci Blow,2024-06-29,Cash,40000
APT02146,CUST02146,PGW007,Hair Spa,2024-10-15,Debit,120000
APT02147,CUST02147,PGW023,Cuci Blow,2024-07-20,Credit Card,40000
APT02148,CUST02148,PGW023,Creambath,2024-07-08,Debit,75000
APT02149,CUST02149,PGW007,Facial,2024-08-25,E-Wallet,100000
APT02150,CUST02150,PGW013,Pedicure,2025-03-20,Credit Card,70000
APT02151,CUST02151,PGW027,Potong Rambut,2024-11-16,E-Wallet,50000
APT02152,CUST02152,PGW020,Manicure,2024-09-21,E-Wallet,60000
APT02153,CUST02153,PGW019,Hair Coloring,2024-06-18,Debit,200000
APT02154,CUST02154,PGW017,Potong Rambut,2025-05-29,Cash,50000
APT02155,CUST02155,PGW030,Facial,2024-10-09,E-Wallet,100000
APT02156,CUST02156,PGW006,Pedicure,2024-09-29,Cash,70000
APT02157,CUST02157,PGW012,Creambath,2025-05-28,Credit Card,75000
APT02158,CUST02158,PGW013,Cuci Blow,2025-05-21,Credit Card,40000
APT02159,CUST02159,PGW013,Cuci Blow,2024-09-11,Credit Card,40000
APT02160,CUST02160,PGW006,Eyelash Extension,2025-04-08,Cash,150000
APT02161,CUST02161,PGW002,Creambath,2025-05-05,Credit Card,75000
APT02162,CUST02162,PGW004,Cuci Blow,2024-11-30,Cash,40000
APT02163,CUST02163,PGW007,Creambath,2024-07-19,Cash,75000
APT02164,CUST02164,PGW018,Eyelash Extension,2024-09-29,E-Wallet,150000
APT02165,CUST02165,PGW022,Potong Rambut,2025-05-28,E-Wallet,50000
APT02166,CUST02166,PGW018,Cuci Blow,2025-03-17,Debit,40000
APT02167,CUST02167,PGW026,Creambath,2025-01-13,Credit Card,75000
APT02168,CUST02168,PGW013,Smoothing,2024-07-10,Debit,250000
APT02169,CUST02169,PGW029,Hair Coloring,2025-04-13,E-Wallet,200000
APT02170,CUST02170,PGW018,Hair Spa,2025-02-23,E-Wallet,120000
APT02171,CUST02171,PGW015,Hair Coloring,2025-04-28,Credit Card,200000
APT02172,CUST02172,PGW016,Smoothing,2025-01-12,Debit,250000
APT02173,CUST02173,PGW008,Pedicure,2024-12-21,Credit Card,70000
APT02174,CUST02174,PGW005,Facial,2025-01-26,Cash,100000
APT02175,CUST02175,PGW018,Manicure,2024-11-08,Cash,60000
APT02176,CUST02176,PGW022,Smoothing,2024-07-06,E-Wallet,250000
APT02177,CUST02177,PGW018,Creambath,2025-02-18,Cash,75000
APT02178,CUST02178,PGW006,Potong Rambut,2025-03-16,E-Wallet,50000
APT02179,CUST02179,PGW018,Creambath,2025-04-24,Debit,75000
APT02180,CUST02180,PGW026,Hair Spa,2024-08-03,E-Wallet,120000
APT02181,CUST02181,PGW018,Creambath,2024-08-11,Debit,75000
APT02182,CUST02182,PGW026,Potong Rambut,2025-02-10,Cash,50000
APT02183,CUST02183,PGW022,Potong Rambut,2025-05-13,E-Wallet,50000
APT02184,CUST02184,PGW016,Cuci Blow,2024-08-25,Cash,40000
APT02185,CUST02185,PGW002,Facial,2025-03-05,E-Wallet,100000
APT02186,CUST02186,PGW013,Potong Rambut,2024-09-29,E-Wallet,50000
APT02187,CUST02187,PGW014,Hair Spa,2025-04-26,Credit Card,120000
APT02188,CUST02188,PGW017,Cuci Blow,2024-06-22,Credit Card,40000
APT02189,CUST02189,PGW013,Smoothing,2024-06-06,Debit,250000
APT02190,CUST02190,PGW018,Potong Rambut,2025-04-30,Cash,50000
APT02191,CUST02191,PGW023,Hair Coloring,2025-05-27,Cash,200000
APT02192,CUST02192,PGW026,Hair Coloring,2025-03-04,E-Wallet,200000
APT02193,CUST02193,PGW021,Potong Rambut,2024-11-19,Debit,50000
APT02194,CUST02194,PGW026,Eyelash Extension,2024-10-29,Cash,150000
APT02195,CUST02195,PGW001,Cuci Blow,2025-02-19,Credit Card,40000
APT02196,CUST02196,PGW002,Hair Coloring,2024-08-30,Credit Card,200000
APT02197,CUST02197,PGW029,Manicure,2024-08-04,Debit,60000
APT02198,CUST02198,PGW012,Facial,2025-04-09,Cash,100000
APT02199,CUST02199,PGW014,Pedicure,2024-10-08,Cash,70000
APT02200,CUST02200,PGW007,Cuci Blow,2024-09-11,E-Wallet,40000
APT02201,CUST02201,PGW026,Facial,2024-11-17,E-Wallet,100000
APT02202,CUST02202,PGW005,Hair Coloring,2025-02-07,E-Wallet,200000
